city,county_name,lat,lng
El Rio,Ventura,34.2452,-119.1568
East Porterville,Tulare,36.0573,-118.9713
Salton City,Imperial,33.2994,-115.9609
East Foothills,Santa Clara,37.3827,-121.8138
Saranap,Contra Costa,37.8878,-122.0760
East Pasadena,Los Angeles,34.1377,-118.0776
Eucalyptus Hills,San Diego,32.8850,-116.9453
Fruitridge Pocket,Sacramento,38.5326,-121.4558
El Granada,San Mateo,37.5134,-122.4660
Pleasure Point,Santa Cruz,36.9618,-121.9715
Durham,Butte,39.6232,-121.7875
Lucerne Valley,San Bernardino,34.4427,-116.9021
Paradise,Butte,39.7558,-121.6063
Greenacres,Kern,35.3831,-119.1184
Gustine,Merced,37.2545,-120.9949
Mayflower Village,Los Angeles,34.1160,-118.0096
Las Flores,Orange,33.5838,-117.6235
Old Fig Garden,Fresno,36.7989,-119.8051
Silver Lakes,San Bernardino,34.7519,-117.3431
Villa Park,Orange,33.8180,-117.8104
Highgrove,Riverside,34.0106,-117.3098
West Modesto,Stanislaus,37.6180,-121.0343
Hilmar-Irwin,Merced,37.4045,-120.8504
Rancho Murieta,Sacramento,38.5085,-121.0716
Wilton,Sacramento,38.4130,-121.2127
Cambria,San Luis Obispo,35.5523,-121.0847
Elverta,Sacramento,38.7185,-121.4455
Hidden Valley Lake,Lake,38.8003,-122.5505
Strawberry,Marin,37.8925,-122.5078
Yosemite Lakes,Madera,37.1885,-119.7723
Indian Wells,Riverside,33.7036,-116.3396
Williams,Colusa,39.1498,-122.1389
Woodside,San Mateo,37.4222,-122.2591
Jamul,San Diego,32.7184,-116.8709
Palermo,Butte,39.4313,-121.5225
Kensington,Contra Costa,37.9084,-122.2805
Bear Valley Springs,Kern,35.1775,-118.6460
Garnet,Riverside,33.9179,-116.4796
Big Bear Lake,San Bernardino,34.2429,-116.8951
Calistoga,Napa,38.5818,-122.5824
Lake Wildwood,Nevada,39.2350,-121.2003
Myrtletown,Humboldt,40.7888,-124.1286
Cutler,Tulare,36.5263,-119.2884
Twin Lakes,Santa Cruz,36.9646,-121.9896
Boulder Creek,Santa Cruz,37.1341,-122.1271
Broadmoor,San Mateo,37.6914,-122.4811
Bret Harte,Stanislaus,37.6021,-121.0045
Tara Hills,Contra Costa,37.9939,-122.3188
Buellton,Santa Barbara,34.6152,-120.1943
Denair,Stanislaus,37.5262,-120.7994
Guerneville,Sonoma,38.5137,-122.9894
Mayfair,Fresno,36.7693,-119.7612
Lincoln Village,San Joaquin,38.0054,-121.3339
Ford City,Kern,35.1647,-119.4584
Camino Tassajara,Contra Costa,37.7909,-121.8850
Emerald Lake Hills,San Mateo,37.4662,-122.2675
Lake San Marcos,San Diego,33.1196,-117.2088
Brisbane,San Mateo,37.6898,-122.4020
Oak View,Ventura,34.3990,-119.2976
Portola Valley,San Mateo,37.3713,-122.2203
Santa Ynez,Santa Barbara,34.6151,-120.0944
Phoenix Lake,Tuolumne,38.0075,-120.3089
Santa Venetia,Marin,38.0055,-122.5032
Sunnyside,Fresno,36.7294,-119.6945
Bonsall,San Diego,33.2761,-117.1942
Mountain View Acres,San Bernardino,34.4976,-117.3472
Planada,Merced,37.2892,-120.3207
Armona,Kings,36.3179,-119.7054
McSwain,Merced,37.3146,-120.5867
Fetters Hot Springs-Agua Caliente,Sonoma,38.3274,-122.4871
Pacheco,Contra Costa,37.9878,-122.0700
Copperopolis,Calaveras,37.9365,-120.6277
Del Mar,San Diego,32.9633,-117.2627
Humboldt Hill,Humboldt,40.7219,-124.1987
Mather,Sacramento,38.5489,-121.2832
Ivanhoe,Tulare,36.3886,-119.2202
West Menlo Park,San Mateo,37.4338,-122.2034
Harbison Canyon,San Diego,32.8273,-116.8381
Carmel Valley Village,Monterey,36.4824,-121.7198
Lenwood,San Bernardino,34.8861,-117.1078
Del Monte Forest,Monterey,36.5857,-121.9439
North Richmond,Contra Costa,37.9642,-122.3711
Running Springs,San Bernardino,34.2104,-117.1147
Rio Dell,Humboldt,40.5022,-124.1103
Empire,Stanislaus,37.6432,-120.9045
San Joaquin,Fresno,36.6057,-120.1897
Wrightwood,San Bernardino,34.3495,-117.6299
Burney,Shasta,40.8846,-121.6691
Angels,Calaveras,38.0707,-120.5501
North El Monte,Los Angeles,34.1030,-118.0238
Clearlake Riviera,Lake,38.9512,-122.7207
Vine Hill,Contra Costa,38.0071,-122.0873
Wheatland,Yuba,39.0287,-121.3900
Mojave,Kern,35.0139,-118.1895
Shingle Springs,El Dorado,38.6665,-120.9370
Mission Hills,Santa Barbara,34.6861,-120.4404
French Camp,San Joaquin,37.8802,-121.2803
Carmel-by-the-Sea,Monterey,36.5528,-121.9222
Arbuckle,Colusa,39.0141,-122.0610
Brooktrails,Mendocino,39.4429,-123.3963
Freedom,Santa Cruz,36.9402,-121.7953
Forestville,Sonoma,38.4825,-122.8899
Bystrom,Stanislaus,37.6199,-120.9827
Agua Dulce,Los Angeles,34.5044,-118.3160
Avalon,Los Angeles,33.3342,-118.3315
Meadow Vista,Placer,39.0030,-121.0304
Auburn Lake Trails,El Dorado,38.8917,-120.9849
Squaw Valley,Fresno,36.6944,-119.2000
Felton,Santa Cruz,37.0392,-122.0804
Pajaro,Monterey,36.9016,-121.7417
Tarpey Village,Fresno,36.7941,-119.7012
Heber,Imperial,32.7318,-115.5204
Moss Beach,San Mateo,37.5184,-122.5036
Lake of the Pines,Nevada,39.0378,-121.0642
Woodbridge,San Joaquin,38.1692,-121.3113
Stallion Springs,Kern,35.0935,-118.6477
Meiners Oaks,Ventura,34.4505,-119.2731
Kelseyville,Lake,38.9704,-122.8327
Lockeford,San Joaquin,38.1509,-121.1554
Reliez Valley,Contra Costa,37.9399,-122.1027
Valley Springs,Calaveras,38.1837,-120.8150
Granite Hills,San Diego,32.8033,-116.9056
Lake Isabella,Kern,35.6378,-118.4819
Hidden Meadows,San Diego,33.2236,-117.1198
Rollingwood,Contra Costa,37.9655,-122.3305
Oakhurst,Madera,37.3342,-119.6483
Mono Vista,Tuolumne,38.0124,-120.2697
Riverdale,Fresno,36.4304,-119.8671
San Miguel,Contra Costa,37.8867,-122.0368
Monte Sereno,Santa Clara,37.2404,-121.9882
Meadowbrook,Riverside,33.7253,-117.2851
Campo,San Diego,32.6394,-116.4745
Vandenberg AFB,Santa Barbara,34.7483,-120.5182
Coronita,Riverside,33.8760,-117.6109
Pine Hills,Humboldt,40.7313,-124.1551
Casa Conejo,Ventura,34.1847,-118.9445
Loyola,Santa Clara,37.3502,-122.0980
Kennedy,San Joaquin,37.9290,-121.2457
North Lakeport,Lake,39.0883,-122.9054
Pixley,Tulare,35.9769,-119.2889
Lake California,Tehama,40.3608,-122.2102
Winchester,Riverside,33.7146,-117.0775
Desert Edge,Riverside,33.9223,-116.4401
Goshen,Tulare,36.3518,-119.4210
El Verano,Sonoma,38.2975,-122.4915
Seacliff,Santa Cruz,36.9770,-121.9176
Esparto,Yolo,38.6934,-122.0241
Crockett,Contra Costa,38.0519,-122.2201
Cambrian Park,Santa Clara,37.2563,-121.9287
Cottonwood,Shasta,40.3904,-122.2861
Tipton,Tulare,36.0585,-119.3130
Colfax,Placer,39.0938,-120.9533
Hoopa,Humboldt,41.0802,-123.6972
San Antonio Heights,San Bernardino,34.1571,-117.6592
Terra Bella,Tulare,35.9567,-119.0328
Angwin,Napa,38.5776,-122.4513
Loma Rica,Yuba,39.3204,-121.4038
Morada,San Joaquin,38.0386,-121.2456
Amesti,Santa Cruz,36.9583,-121.7805
East Richmond Heights,Contra Costa,37.9450,-122.3140
Weaverville,Trinity,40.7488,-122.9274
Nevada City,Nevada,39.2607,-121.0231
Marin City,Marin,37.8711,-122.5137
San Andreas,Calaveras,38.1911,-120.6763
Jamestown,Tuolumne,37.9574,-120.4110
Bonny Doon,Santa Cruz,37.0435,-122.1369
Morongo Valley,San Bernardino,34.0724,-116.5627
Anza,Riverside,33.5679,-116.6967
Kings Beach,Placer,39.2490,-120.0201
Day Valley,Santa Cruz,37.0255,-121.8559
Strathmore,Tulare,36.1438,-119.0611
Santa Rosa Valley,Ventura,34.2453,-118.9023
Sutter,Sutter,39.1556,-121.7492
Lake Nacimiento,San Luis Obispo,35.7309,-120.8702
Yountville,Napa,38.3963,-122.3671
Hartley,Solano,38.4203,-121.9521
Las Lomas,Monterey,36.8689,-121.7317
Cutten,Humboldt,40.7657,-124.1446
South Oroville,Butte,39.4767,-121.5439
Channel Islands Beach,Ventura,34.1586,-119.2231
Lucerne,Lake,39.0697,-122.7760
Ridgemark,San Benito,36.8082,-121.3623
Homestead Valley,San Bernardino,34.2730,-116.4145
Oasis,Riverside,33.5275,-116.1261
Montalvin Manor,Contra Costa,37.9977,-122.3300
Kelly Ridge,Butte,39.5289,-121.4662
East Oakdale,Stanislaus,37.7854,-120.8007
Bayview,Humboldt,40.7654,-124.1787
Penngrove,Sonoma,38.3005,-122.6707
Pine Mountain Lake,Tuolumne,37.8599,-120.1843
Rose Hills,Los Angeles,34.0090,-118.0419
Crest,San Diego,32.8000,-116.8671
North Shore,Riverside,33.5157,-115.9092
Vista Santa Rosa,Riverside,33.6227,-116.2126
Val Verde,Los Angeles,34.4504,-118.6717
West Bishop,Inyo,37.3571,-118.4542
Weed,Siskiyou,41.4128,-122.3816
Hayfork,Trinity,40.5610,-123.1299
Collierville,San Joaquin,38.2141,-121.2675
Lexington Hills,Santa Clara,37.1616,-121.9879
La Selva Beach,Santa Cruz,36.9276,-121.8445
Desert View Highlands,Los Angeles,34.5901,-118.1535
Dixon Lane-Meadow Creek,Inyo,37.3864,-118.4152
Dogtown,San Joaquin,38.2096,-121.1551
Lakeview,Riverside,33.8285,-117.1233
Alturas,Modoc,41.4898,-120.5516
Cayucos,San Luis Obispo,35.4375,-120.8847
Sutter Creek,Amador,38.3827,-120.8107
Cabazon,Riverside,33.9127,-116.7828
Frazier Park,Kern,34.8123,-118.9542
Georgetown,El Dorado,38.9112,-120.8356
Caruthers,Fresno,36.5399,-119.8450
Edwards AFB,Kern,34.9045,-117.9295
Nice,Lake,39.1266,-122.8526
Ahwahnee,Madera,37.3652,-119.7194
Idyllwild-Pine Cove,Riverside,33.7443,-116.7257
Rancho Santa Fe,San Diego,33.0240,-117.1992
Mission Canyon,Santa Barbara,34.4534,-119.7125
Montara,San Mateo,37.5482,-122.4924
Aromas,San Benito,36.8771,-121.6404
Ross,Marin,37.9638,-122.5615
Parksdale,Madera,36.9465,-120.0212
Bella Vista,Shasta,40.6502,-122.2450
Three Rivers,Tulare,36.4319,-118.8806
Buckhorn,Amador,38.4532,-120.5354
Pine Canyon,Monterey,36.1757,-121.1498
Rainbow,San Diego,33.4098,-117.1395
Wofford Heights,Kern,35.7127,-118.4732
Weldon,Kern,35.6431,-118.3103
Richgrove,Tulare,35.7966,-119.1069
Portola,Plumas,39.8241,-120.4733
Twain Harte,Tuolumne,38.0384,-120.2340
Romoland,Riverside,33.7648,-117.1572
Arnold,Calaveras,38.2423,-120.3547
Weedpatch,Kern,35.2369,-118.9123
East Sonora,Tuolumne,37.9777,-120.3410
Sleepy Hollow,Marin,38.0120,-122.5877
Clearlake Oaks,Lake,39.0218,-122.6593
Poplar-Cotton Center,Tulare,36.0564,-119.1493
Westmorland,Imperial,33.0389,-115.6223
Aptos Hills-Larkin Valley,Santa Cruz,36.9606,-121.8341
Shingletown,Shasta,40.5035,-121.8600
Sky Valley,Riverside,33.8912,-116.3551
Columbia,Tuolumne,38.0333,-120.4097
Boron,Kern,35.0164,-117.6659
Soulsbyville,Tuolumne,37.9917,-120.2617
East Quincy,Plumas,39.9165,-120.9189
Murphys,Calaveras,38.1447,-120.4348
Parkwood,Madera,36.9293,-120.0482
Bethel Island,Contra Costa,38.0288,-121.6404
Corralitos,Santa Cruz,36.9941,-121.7892
Chester,Plumas,40.3017,-121.2339
Borrego Springs,San Diego,33.2410,-116.3571
China Lake Acres,Kern,35.6387,-117.7667
Santa Nella,Merced,37.1014,-121.0153
Hamilton City,Glenn,39.7422,-122.0125
Bell Canyon,Ventura,34.2081,-118.6876
Belvedere,Marin,37.8735,-122.4662
San Juan Bautista,San Benito,36.8455,-121.5380
Calwa,Fresno,36.7136,-119.7607
Patterson Tract,Tulare,36.3795,-119.2956
Fairbanks Ranch,San Diego,32.9919,-117.1859
Rouse,Stanislaus,37.6196,-121.0084
Bodfish,Kern,35.5765,-118.4764
Woodlands,San Luis Obispo,35.0289,-120.5524
Easton,Fresno,36.6524,-119.7908
Seeley,Imperial,32.7899,-115.6842
Auberry,Fresno,37.0755,-119.4901
Laton,Fresno,36.4338,-119.6916
Taft Heights,Kern,35.1337,-119.4711
Bertsch-Oceanview,Del Norte,41.7524,-124.1594
San Pasqual,Los Angeles,34.1393,-118.1027
Quincy,Plumas,39.9310,-120.9548
Brookdale,Santa Cruz,37.1058,-122.1106
Camino,El Dorado,38.7412,-120.6815
Hidden Hills,Los Angeles,34.1637,-118.6612
Graton,Sonoma,38.4376,-122.8660
Biggs,Butte,39.4102,-121.7133
Warm Springs,Riverside,33.7067,-117.3344
Foresthill,Placer,39.0053,-120.8314
Rolling Hills,Los Angeles,33.7600,-118.3471
Lone Pine,Inyo,36.5774,-118.0777
Piru,Ventura,34.4075,-118.7999
Red Corral,Amador,38.4116,-120.6056
Lagunitas-Forest Knolls,Marin,38.0180,-122.6914
South Taft,Kern,35.1293,-119.4575
Woodville,Tulare,36.0898,-119.2050
Boronda,Monterey,36.6947,-121.6745
Pine Grove,Amador,38.4074,-120.6606
South Dos Palos,Merced,36.9707,-120.6467
Pine Mountain Club,Kern,34.8446,-119.1669
Los Molinos,Tehama,40.0270,-122.0981
Elizabeth Lake,Los Angeles,34.6590,-118.3783
Le Grand,Merced,37.2288,-120.2540
Toro Canyon,Santa Barbara,34.4235,-119.5568
Lost Hills,Kern,35.6254,-119.6789
Redwood Valley,Mendocino,39.2690,-123.2023
Biola,Fresno,36.8006,-120.0199
London,Tulare,36.4810,-119.4440
Searles Valley,San Bernardino,35.7701,-117.3967
Rancho Tehama Reserve,Tehama,40.0010,-122.4418
Lake Sherwood,Ventura,34.1339,-118.8804
Del Rey Oaks,Monterey,36.5929,-121.8381
Westwood,Lassen,40.3049,-121.0045
Los Ranchos,San Luis Obispo,35.2102,-120.6291
Los Alamos,Santa Barbara,34.7375,-120.2783
Black Point-Green Point,Marin,38.1120,-122.5191
Temelec,Sonoma,38.2577,-122.4982
Ladera,San Mateo,37.3996,-122.1990
Del Rio,Stanislaus,37.7432,-121.0091
Coarsegold,Madera,37.2526,-119.7000
Tuolumne City,Tuolumne,37.9615,-120.2428
Shasta,Shasta,40.5910,-122.4797
Leona Valley,Los Angeles,34.6147,-118.2990
Descanso,San Diego,32.8696,-116.6279
Dunsmuir,Siskiyou,41.2318,-122.2714
Linden,San Joaquin,38.0186,-121.0994
Big Pine,Inyo,37.1655,-118.2952
Home Garden,Kings,36.3025,-119.6362
Willow Creek,Humboldt,40.9385,-123.6412
Chualar,Monterey,36.5711,-121.5103
Colma,San Mateo,37.6767,-122.4526
Airport,Stanislaus,37.6324,-120.9774
Pine Valley,San Diego,32.8415,-116.5107
Green Valley,Solano,38.2607,-122.1622
Lebec,Kern,34.8450,-118.8992
Monument Hills,Yolo,38.6641,-121.8756
Dunnigan,Yolo,38.8926,-121.9741
Irwindale,Los Angeles,34.1121,-117.9636
Buttonwillow,Kern,35.4092,-119.4406
Midpines,Mariposa,37.5531,-119.9485
Castle Hill,Contra Costa,37.8729,-122.0573
Eldridge,Sonoma,38.3339,-122.5065
Janesville,Lassen,40.2809,-120.5335
Montague,Siskiyou,41.7276,-122.5304
Mountain Mesa,Kern,35.6411,-118.4047
Allendale,Solano,38.4426,-121.9814
Pioneer,Amador,38.4354,-120.5848
Lewiston,Trinity,40.6969,-122.8225
Walnut Grove,Sacramento,38.2478,-121.5280
Grayson,Stanislaus,37.5650,-121.1794
Redway,Humboldt,40.1209,-123.8220
Sheridan,Placer,38.9690,-121.3559
Lower Lake,Lake,38.9119,-122.6085
Lake Riverside,Riverside,33.5173,-116.8107
Ferndale,Humboldt,40.5799,-124.2619
Shell Ridge,Contra Costa,37.9060,-122.0345
Penn Valley,Nevada,39.1954,-121.1942
Thermal,Riverside,33.6262,-116.1308
Forest Meadows,Calaveras,38.1664,-120.4052
Berry Creek,Butte,39.6314,-121.4052
Avila Beach,San Luis Obispo,35.1969,-120.7191
Byron,Contra Costa,37.8756,-121.6420
Herlong,Lassen,40.1419,-120.1399
Del Rey,Fresno,36.6562,-119.5993
Mount Hermon,Santa Cruz,37.0511,-122.0533
Blue Lake,Humboldt,40.8813,-123.9931
Saticoy,Ventura,34.2819,-119.1452
Callender,San Luis Obispo,35.0480,-120.5759
Newcastle,Placer,38.8677,-121.1318
Pasatiempo,Santa Cruz,37.0035,-122.0265
Laytonville,Mendocino,39.6715,-123.4945
Grizzly Flats,El Dorado,38.6357,-120.5355
Maricopa,Kern,35.0516,-119.4054
Clay,Sacramento,38.3140,-121.1596
Malaga,Fresno,36.6816,-119.7318
Mariposa,Mariposa,37.4873,-119.9682
Knightsen,Contra Costa,37.9633,-121.6511
Woodacre,Marin,38.0052,-122.6384
Yosemite Valley,Mariposa,37.7407,-119.5779
Sunnyside-Tahoe City,Placer,39.1504,-120.1613
Tahoe Vista,Placer,39.2483,-120.0535
Elkhorn,Monterey,36.8103,-121.7212
Big River,San Bernardino,34.1393,-114.3604
Alpaugh,Tulare,35.8876,-119.4873
Hasley Canyon,Los Angeles,34.4817,-118.6665
Palo Cedro,Shasta,40.5511,-122.2363
Mountain Ranch,Calaveras,38.2509,-120.5119
Gerber,Tehama,40.0614,-122.1482
Covelo,Mendocino,39.8025,-123.2499
Camanche North Shore,Amador,38.2442,-120.9538
Matheny,Tulare,36.1707,-119.3516
Kettleman City,Kings,36.0090,-119.9627
Sea Ranch,Sonoma,38.7165,-123.4527
Acalanes Ridge,Contra Costa,37.9046,-122.0786
Johnstonville,Lassen,40.3789,-120.5846
Santa Margarita,San Luis Obispo,35.3893,-120.6084
Westhaven-Moonstone,Humboldt,41.0447,-124.1023
Fairmead,Madera,37.0775,-120.1937
Taft Mosswood,San Joaquin,37.9139,-121.2831
Fort Dick,Del Norte,41.8663,-124.1526
Inverness,Marin,38.0820,-122.8471
Shandon,San Luis Obispo,35.6536,-120.3831
Crowley Lake,Mono,37.5692,-118.7465
Plymouth,Amador,38.4776,-120.8584
Maxwell,Colusa,39.2771,-122.1946
Bolinas,Marin,37.9177,-122.7095
West Park,Fresno,36.7055,-119.8516
Bradbury,Los Angeles,34.1536,-117.9684
Hydesville,Humboldt,40.5579,-124.0822
McClellan Park,Sacramento,38.6631,-121.4015
Parklawn,Stanislaus,37.6069,-120.9793
Knights Landing,Yolo,38.7979,-121.7175
Lompico,Santa Cruz,37.1101,-122.0523
Riverdale Park,Stanislaus,37.6028,-121.0425
Thornton,San Joaquin,38.2310,-121.4250
Beale AFB,Yuba,39.1095,-121.3543
McCloud,Siskiyou,41.2540,-122.1360
Julian,San Diego,33.0735,-116.5889
Silverado Resort,Napa,38.3536,-122.2556
Cedar Ridge,Tuolumne,38.0661,-120.2737
Cobb,Lake,38.8356,-122.7230
Pala,San Diego,33.3617,-117.0696
Chalfant,Mono,37.5105,-118.3750
Talmage,Mendocino,39.1314,-123.1648
Tuttletown,Tuolumne,38.0003,-120.4503
Sultana,Tulare,36.5464,-119.3359
March ARB,Riverside,33.8888,-117.2776
Squirrel Mountain Valley,Kern,35.6176,-118.4046
Tulelake,Siskiyou,41.9534,-121.4752
Monte Rio,Sonoma,38.4683,-123.0147
Tahoma,Placer,39.0633,-120.1438
Cleone,Mendocino,39.4927,-123.7812
Westley,Stanislaus,37.5444,-121.2035
Herald,Sacramento,38.2913,-121.2318
Springville,Tulare,36.1168,-118.8345
Fruitdale,Santa Clara,37.3116,-121.9357
La Honda,San Mateo,37.3182,-122.2651
Butte Creek Canyon,Butte,39.7490,-121.6968
Minkler,Fresno,36.7277,-119.4587
Mountain Gate,Shasta,40.7184,-122.3262
Boonville,Mendocino,39.0115,-123.3740
Wallace,Calaveras,38.1978,-120.9586
Santa Susana,Ventura,34.2580,-118.6662
Lake of the Woods,Kern,34.8226,-119.0027
Linnell Camp,Tulare,36.3089,-119.2225
Hopland,Mendocino,38.9691,-123.1173
Garberville,Humboldt,40.1003,-123.7948
Mesa Verde,Riverside,33.5957,-114.7317
Camanche Village,Amador,38.2662,-120.9866
Lake Don Pedro,Mariposa,37.6461,-120.3367
Stratford,Kings,36.1884,-119.8224
Norris Canyon,Contra Costa,37.7454,-121.9878
Dorris,Siskiyou,41.9644,-121.9205
Upper Lake,Lake,39.1653,-122.9052
Bodega,Sonoma,38.3488,-122.9712
Whitewater,Riverside,33.9356,-116.6873
Diablo Grande,Stanislaus,37.4006,-121.2699
Plainview,Tulare,36.1423,-119.1375
Fuller Acres,Kern,35.3023,-118.9143
Teviston,Tulare,35.9290,-119.2783
Fieldbrook,Humboldt,40.9722,-124.0250
North Edwards,Kern,35.0474,-117.8093
Mi-Wuk Village,Tuolumne,38.0570,-120.1790
Soda Bay,Lake,39.0024,-122.7794
Deer Park,Napa,38.5360,-122.4679
Walker,Mono,38.5341,-119.4582
Mendocino,Mendocino,39.3110,-123.7908
East Tulare Villa,Tulare,36.2035,-119.2821
Blacklake,San Luis Obispo,35.0497,-120.5387
Sunol,Alameda,37.5894,-121.8854
Summerland,Santa Barbara,34.4255,-119.5893
Isleton,Sacramento,38.1617,-121.6051
Happy Camp,Siskiyou,41.8104,-123.3892
Potrero,San Diego,32.6131,-116.6068
Occidental,Sonoma,38.4004,-122.9349
Penryn,Placer,38.8478,-121.1699
Greenville,Plumas,40.1336,-120.9454
Tranquillity,Fresno,36.6480,-120.2525
Aguanga,Riverside,33.4522,-116.8555
Dollar Point,Placer,39.1905,-120.1089
East Orosi,Tulare,36.5481,-119.2599
Zayante,Santa Cruz,37.0889,-122.0414
Manila,Humboldt,40.8513,-124.1631
Clyde,Contra Costa,38.0253,-122.0278
Los Olivos,Santa Barbara,34.6647,-120.1180
Littlerock,Los Angeles,34.5232,-117.9809
Alhambra Valley,Contra Costa,37.9665,-122.1320
Indio Hills,Riverside,33.8411,-116.2484
Forest Ranch,Butte,39.8952,-121.6705
Geyserville,Sonoma,38.7173,-122.9034
Traver,Tulare,36.4526,-119.4824
Greeley Hill,Mariposa,37.7569,-120.1291
Bootjack,Mariposa,37.4672,-119.8887
Middletown,Lake,38.7518,-122.6221
Indianola,Humboldt,40.8133,-124.0808
Butte Valley,Butte,39.6571,-121.6363
Glen Ellen,Sonoma,38.3564,-122.5412
Challenge-Brownsville,Yuba,39.4646,-121.2632
Etna,Siskiyou,41.4582,-122.8946
Kenwood,Sonoma,38.4153,-122.5387
Delft Colony,Tulare,36.5120,-119.4465
Hickman,Stanislaus,37.6228,-120.7532
Loyalton,Sierra,39.6768,-120.2448
Inyokern,Kern,35.6546,-117.8212
Fort Jones,Siskiyou,41.6085,-122.8411
Mokelumne Hill,Calaveras,38.3057,-120.7061
North Gate,Contra Costa,37.9062,-121.9981
Gasquet,Del Norte,41.8429,-123.9733
Tres Pinos,San Benito,36.7904,-121.3105
Calpella,Mendocino,39.2322,-123.1970
Junction City,Trinity,40.7274,-123.0615
Millville,Shasta,40.5576,-122.1696
Lytle Creek,San Bernardino,34.2499,-117.5044
Lakehead,Shasta,40.9007,-122.3924
Waterloo,San Joaquin,38.0365,-121.1846
Bodega Bay,Sonoma,38.3250,-123.0308
Kernville,Kern,35.7531,-118.4321
New Cuyama,Santa Barbara,34.9421,-119.6808
San Simeon,San Luis Obispo,35.6182,-121.1375
Valley Acres,Kern,35.2087,-119.4106
Fulton,Sonoma,38.4937,-122.7734
Dustin Acres,Kern,35.2159,-119.3750
Ducor,Tulare,35.8943,-119.0456
Klamath,Del Norte,41.5322,-124.0063
Loleta,Humboldt,40.6409,-124.2225
Niland,Imperial,33.2387,-115.5146
Cohasset,Butte,39.9022,-121.7453
Patton Village,Lassen,40.1401,-120.1778
Douglas City,Trinity,40.6636,-122.9261
Peters,San Joaquin,37.9763,-121.0440
Doyle,Lassen,40.0275,-120.1172
Seville,Tulare,36.4856,-119.2247
Alto,Marin,37.9056,-122.5186
Caspar,Mendocino,39.3631,-123.8044
Cedarville,Modoc,41.5280,-120.1748
Miranda,Humboldt,40.2289,-123.8173
Catheys Valley,Mariposa,37.4371,-120.0936
Friant,Fresno,36.9848,-119.7130
Independence,Inyo,36.8274,-118.2132
Stinson Beach,Marin,37.9051,-122.6456
Buena Vista,Amador,38.2974,-120.9179
Cold Springs,El Dorado,38.7468,-120.8761
Madison,Yolo,38.6750,-121.9702
Shelter Cove,Humboldt,40.0389,-124.0558
Allensworth,Tulare,35.8498,-119.3893
Desert Shores,Imperial,33.4041,-116.0394
Alta,Placer,39.2138,-120.8033
River Pines,Amador,38.5454,-120.7475
Newell,Modoc,41.8897,-121.3675
Avery,Calaveras,38.1939,-120.3790
Concow,Butte,39.7733,-121.5196
Paradise Park,Santa Cruz,37.0063,-122.0425
Scotia,Humboldt,40.4774,-124.1032
San Lucas,Monterey,36.1283,-121.0217
San Ardo,Monterey,36.0237,-120.9074
Bridgeport,Mono,38.2562,-119.2123
Baker,San Bernardino,35.2769,-116.0718
Fort Washington,Fresno,36.8793,-119.7613
Ballico,Merced,37.4519,-120.7037
Graeagle,Plumas,39.7572,-120.6486
Ballard,Santa Barbara,34.6340,-120.1156
Los Berros,San Luis Obispo,35.0809,-120.5450
Lake Hughes,Los Angeles,34.6833,-118.4588
Wilkerson,Inyo,37.2794,-118.3877
Lockwood,Monterey,35.9412,-121.0802
Yettem,Tulare,36.4866,-119.2549
Round Valley,Inyo,37.4067,-118.5819
Rough and Ready,Nevada,39.2340,-121.1381
Bend,Tehama,40.2561,-122.2095
Cowan,Stanislaus,37.5601,-120.9888
Smith River,Del Norte,41.9249,-124.1494
Potter Valley,Mendocino,39.3190,-123.1123
Hamilton Branch,Plumas,40.2772,-121.0961
Smith Corner,Kern,35.4788,-119.2771
Onyx,Kern,35.6839,-118.2102
Delleker,Plumas,39.8101,-120.4969
Shaver Lake,Fresno,37.0971,-119.3245
Coleville,Mono,38.5834,-119.5160
Mad River,Trinity,40.4325,-123.4917
Clarksburg,Yolo,38.4193,-121.5416
West Point,Calaveras,38.4043,-120.5374
Carnelian Bay,Placer,39.2346,-120.0767
Point Arena,Mendocino,38.9123,-123.6955
Bass Lake,Madera,37.3280,-119.5668
Diablo,Contra Costa,37.8408,-121.9565
Terminous,San Joaquin,38.1154,-121.4896
McArthur,Shasta,41.0415,-121.4068
Ripley,Riverside,33.5238,-114.6531
French Gulch,Shasta,40.7166,-122.6312
California Pines,Modoc,41.4117,-120.6605
Oak Glen,San Bernardino,34.0448,-116.9497
Bangor,Butte,39.3761,-121.4117
West Goshen,Tulare,36.3490,-119.4516
Coloma,El Dorado,38.8026,-120.8946
Mexican Colony,Kern,35.4689,-119.2687
Chilcoot-Vinton,Plumas,39.8067,-120.1388
Robbins,Sutter,38.8672,-121.7055
Meadow Valley,Plumas,39.9322,-121.0831
Spreckels,Monterey,36.6247,-121.6465
Beckwourth,Plumas,39.8485,-120.4111
Raisin City,Fresno,36.6033,-119.9092
Forbestown,Butte,39.5300,-121.2689
Lake Almanor Country Club,Plumas,40.2578,-121.1470
Boulevard,San Diego,32.6640,-116.2896
Garden Farms,San Luis Obispo,35.4158,-120.6140
Martell,Amador,38.3623,-120.8039
Sand City,Monterey,36.6189,-121.8478
San Geronimo,Marin,38.0068,-122.6634
Grenada,Siskiyou,41.6406,-122.5260
June Lake,Mono,37.7677,-119.1022
Orick,Humboldt,41.2909,-124.0692
Tonyville,Tulare,36.2474,-119.0903
Derby Acres,Kern,35.2439,-119.6039
